"State","Method","Year","Month","Value"
"State1","Other Injectable",2017,"January",0
"State1","Other Injectable",2017,"February",0
"State1","Other Injectable",2017,"March",0
"State1","Other Injectable",2017,"April",0
"State1","Other Injectable",2017,"May",0
"State1","Other Injectable",2017,"June",0
"State1","Other Injectable",2017,"July",0
"State1","Other Injectable",2017,"August",0
"State1","Other Injectable",2017,"September",0
"State1","Other Injectable",2017,"October",0
"State1","Other Injectable",2017,"November",0
"State1","Other Injectable",2017,"December",0
"State1","Other OC Pill",2017,"January",0
"State1","Other OC Pill",2017,"February",0
"State1","Other OC Pill",2017,"March",0
"State1","Other OC Pill",2017,"April",0
"State1","Other OC Pill",2017,"May",0
"State1","Other OC Pill",2017,"June",0
"State1","Other OC Pill",2017,"July",0
"State1","Other OC Pill",2017,"August",0
"State1","Other OC Pill",2017,"September",0
"State1","Other OC Pill",2017,"October",0
"State1","Other OC Pill",2017,"November",0
"State1","Other OC Pill",2017,"December",0
"State1","Progestin only (POP)",2017,"January",143511
"State1","Progestin only (POP)",2017,"February",140676
"State1","Progestin only (POP)",2017,"March",141825
"State1","Progestin only (POP)",2017,"April",149666
"State1","Progestin only (POP)",2017,"May",139102
"State1","Progestin only (POP)",2017,"June",148326
"State1","Progestin only (POP)",2017,"July",141345
"State1","Progestin only (POP)",2017,"August",147309
"State1","Progestin only (POP)",2017,"September",145431
"State1","Progestin only (POP)",2017,"October",147607
"State1","Progestin only (POP)",2017,"November",150055
"State1","Progestin only (POP)",2017,"December",138855
"State1","Sayana Press",2017,"January",5739
"State1","Sayana Press",2017,"February",6300
"State1","Sayana Press",2017,"March",5770
"State1","Sayana Press",2017,"April",5994
"State1","Sayana Press",2017,"May",5948
"State1","Sayana Press",2017,"June",6158
"State1","Sayana Press",2017,"July",5912
"State1","Sayana Press",2017,"August",6331
"State1","Sayana Press",2017,"September",6122
"State1","Sayana Press",2017,"October",6076
"State1","Sayana Press",2017,"November",6154
"State1","Sayana Press",2017,"December",5915
"State1","SDM (Standard Days)",2017,"January",1809
"State1","SDM (Standard Days)",2017,"February",1783
"State1","SDM (Standard Days)",2017,"March",1801
"State1","SDM (Standard Days)",2017,"April",1671
"State1","SDM (Standard Days)",2017,"May",1694
"State1","SDM (Standard Days)",2017,"June",1826
"State1","SDM (Standard Days)",2017,"July",1695
"State1","SDM (Standard Days)",2017,"August",1697
"State1","SDM (Standard Days)",2017,"September",1784
"State1","SDM (Standard Days)",2017,"October",1785
"State1","SDM (Standard Days)",2017,"November",1679
"State1","SDM (Standard Days)",2017,"December",1654
"State1","Sino-Implant",2017,"January",0
"State1","Sino-Implant",2017,"February",0
"State1","Sino-Implant",2017,"March",0
"State1","Sino-Implant",2017,"April",0
"State1","Sino-Implant",2017,"May",0
"State1","Sino-Implant",2017,"June",0
"State1","Sino-Implant",2017,"July",0
"State1","Sino-Implant",2017,"August",0
"State1","Sino-Implant",2017,"September",0
"State1","Sino-Implant",2017,"October",0
"State1","Sino-Implant",2017,"November",0
"State1","Sino-Implant",2017,"December",0
"State1","Spermicides",2017,"January",1112
"State1","Spermicides",2017,"February",1078
"State1","Spermicides",2017,"March",1115
"State1","Spermicides",2017,"April",1138
"State1","Spermicides",2017,"May",1146
"State1","Spermicides",2017,"June",1143
"State1","Spermicides",2017,"July",1116
"State1","Spermicides",2017,"August",1087
"State1","Spermicides",2017,"September",1109
"State1","Spermicides",2017,"October",1090
"State1","Spermicides",2017,"November",1131
"State1","Spermicides",2017,"December",1124
"State1","Tubal Ligation (F)",2017,"January",677
"State1","Tubal Ligation (F)",2017,"February",645
"State1","Tubal Ligation (F)",2017,"March",674
"State1","Tubal Ligation (F)",2017,"April",670
"State1","Tubal Ligation (F)",2017,"May",675
"State1","Tubal Ligation (F)",2017,"June",658
"State1","Tubal Ligation (F)",2017,"July",682
"State1","Tubal Ligation (F)",2017,"August",658
"State1","Tubal Ligation (F)",2017,"September",669
"State1","Tubal Ligation (F)",2017,"October",661
"State1","Tubal Ligation (F)",2017,"November",654
"State1","Tubal Ligation (F)",2017,"December",664
"State1","Vaginal barrier",2017,"January",0
"State1","Vaginal barrier",2017,"February",0
"State1","Vaginal barrier",2017,"March",0
"State1","Vaginal barrier",2017,"April",0
"State1","Vaginal barrier",2017,"May",0
"State1","Vaginal barrier",2017,"June",0
"State1","Vaginal barrier",2017,"July",0
"State1","Vaginal barrier",2017,"August",0
"State1","Vaginal barrier",2017,"September",0
"State1","Vaginal barrier",2017,"October",0
"State1","Vaginal barrier",2017,"November",0
"State1","Vaginal barrier",2017,"December",0
"State1","Vasectomy (M)",2017,"January",195
"State1","Vasectomy (M)",2017,"February",195
"State1","Vasectomy (M)",2017,"March",197
"State1","Vasectomy (M)",2017,"April",187
"State1","Vasectomy (M)",2017,"May",191
"State1","Vasectomy (M)",2017,"June",189
"State1","Vasectomy (M)",2017,"July",200
"State1","Vasectomy (M)",2017,"August",196
"State1","Vasectomy (M)",2017,"September",192
"State1","Vasectomy (M)",2017,"October",185
"State1","Vasectomy (M)",2017,"November",190
"State1","Vasectomy (M)",2017,"December",200
"State1","Combined Oral (COC)",2018,"January",442947
"State1","Combined Oral (COC)",2018,"February",453965
"State1","Combined Oral (COC)",2018,"March",449475
"State1","Combined Oral (COC)",2018,"April",444738
"State1","Combined Oral (COC)",2018,"May",434938
"State1","Combined Oral (COC)",2018,"June",460208
"State1","Combined Oral (COC)",2018,"July",439381
"State1","Combined Oral (COC)",2018,"August",445743
"State1","Combined Oral (COC)",2018,"September",458994
"State1","Combined Oral (COC)",2018,"October",436394
"State1","Combined Oral (COC)",2018,"November",455333
"State1","Combined Oral (COC)",2018,"December",448506
"State1","Copper- T 380-A IUD",2018,"January",2723
"State1","Copper- T 380-A IUD",2018,"February",2836
"State1","Copper- T 380-A IUD",2018,"March",2767
"State1","Copper- T 380-A IUD",2018,"April",2820
"State1","Copper- T 380-A IUD",2018,"May",2704
"State1","Copper- T 380-A IUD",2018,"June",2681
"State1","Copper- T 380-A IUD",2018,"July",2757
"State1","Copper- T 380-A IUD",2018,"August",2803
"State1","Copper- T 380-A IUD",2018,"September",2856
"State1","Copper- T 380-A IUD",2018,"October",2859
"State1","Copper- T 380-A IUD",2018,"November",2783
"State1","Copper- T 380-A IUD",2018,"December",2665
"State1","Depo Provera (DMPA)",2018,"January",101671
"State1","Depo Provera (DMPA)",2018,"February",103354
"State1","Depo Provera (DMPA)",2018,"March",103300
"State1","Depo Provera (DMPA)",2018,"April",105917
"State1","Depo Provera (DMPA)",2018,"May",102655
"State1","Depo Provera (DMPA)",2018,"June",105121
"State1","Depo Provera (DMPA)",2018,"July",102378
"State1","Depo Provera (DMPA)",2018,"August",101157
"State1","Depo Provera (DMPA)",2018,"September",104454
"State1","Depo Provera (DMPA)",2018,"October",101353
"State1","Depo Provera (DMPA)",2018,"November",103147
"State1","Depo Provera (DMPA)",2018,"December",105414
"State1","EC",2018,"January",30280
"State1","EC",2018,"February",29142
"State1","EC",2018,"March",28840
"State1","EC",2018,"April",30174
"State1","EC",2018,"May",28610
"State1","EC",2018,"June",29681
"State1","EC",2018,"July",30629
"State1","EC",2018,"August",29439
"State1","EC",2018,"September",28198
"State1","EC",2018,"October",29987
"State1","EC",2018,"November",29350
"State1","EC",2018,"December",28617
"State1","Female Condom",2018,"January",123202
"State1","Female Condom",2018,"February",122807
"State1","Female Condom",2018,"March",118461
"State1","Female Condom",2018,"April",124257
"State1","Female Condom",2018,"May",119066
"State1","Female Condom",2018,"June",116743
"State1","Female Condom",2018,"July",113190
"State1","Female Condom",2018,"August",118969
"State1","Female Condom",2018,"September",114656
"State1","Female Condom",2018,"October",120678
"State1","Female Condom",2018,"November",114271
"State1","Female Condom",2018,"December",118381
"State1","Implanon",2018,"January",7515
"State1","Implanon",2018,"February",7706
"State1","Implanon",2018,"March",7324
"State1","Implanon",2018,"April",7385
"State1","Implanon",2018,"May",7618
"State1","Implanon",2018,"June",7684
"State1","Implanon",2018,"July",7435
"State1","Implanon",2018,"August",7838
"State1","Implanon",2018,"September",7844
"State1","Implanon",2018,"October",7953
"State1","Implanon",2018,"November",7597
"State1","Implanon",2018,"December",7762
"State1","Jadelle",2018,"January",12387
"State1","Jadelle",2018,"February",12568
"State1","Jadelle",2018,"March",12322
"State1","Jadelle",2018,"April",12402
"State1","Jadelle",2018,"May",12505
"State1","Jadelle",2018,"June",12246
"State1","Jadelle",2018,"July",12199
"State1","Jadelle",2018,"August",12474
"State1","Jadelle",2018,"September",12501
"State1","Jadelle",2018,"October",12195
"State1","Jadelle",2018,"November",12240
"State1","Jadelle",2018,"December",12437
"State1","LAM",2018,"January",20201
"State1","LAM",2018,"February",21939
"State1","LAM",2018,"March",20502
"State1","LAM",2018,"April",20948
"State1","LAM",2018,"May",21272
"State1","LAM",2018,"June",21603
"State1","LAM",2018,"July",20265
"State1","LAM",2018,"August",21439
"State1","LAM",2018,"September",21356
"State1","LAM",2018,"October",21386
"State1","LAM",2018,"November",21153
"State1","LAM",2018,"December",21052
"State1","LNG-IUS",2018,"January",0
"State1","LNG-IUS",2018,"February",0
"State1","LNG-IUS",2018,"March",0
"State1","LNG-IUS",2018,"April",0
"State1","LNG-IUS",2018,"May",0
"State1","LNG-IUS",2018,"June",0
"State1","LNG-IUS",2018,"July",0
"State1","LNG-IUS",2018,"August",0
"State1","LNG-IUS",2018,"September",0
"State1","LNG-IUS",2018,"October",0
"State1","LNG-IUS",2018,"November",0
"State1","LNG-IUS",2018,"December",0
"State1","Lunelle",2018,"January",0
"State1","Lunelle",2018,"February",0
"State1","Lunelle",2018,"March",0
"State1","Lunelle",2018,"April",0
"State1","Lunelle",2018,"May",0
"State1","Lunelle",2018,"June",0
"State1","Lunelle",2018,"July",0
"State1","Lunelle",2018,"August",0
"State1","Lunelle",2018,"September",0
"State1","Lunelle",2018,"October",0
"State1","Lunelle",2018,"November",0
"State1","Lunelle",2018,"December",0
"State1","Male Condom",2018,"January",3823494
"State1","Male Condom",2018,"February",4115702
"State1","Male Condom",2018,"March",4105266
"State1","Male Condom",2018,"April",4007941
"State1","Male Condom",2018,"May",4129771
"State1","Male Condom",2018,"June",4085419
"State1","Male Condom",2018,"July",3824746
"State1","Male Condom",2018,"August",3825988
"State1","Male Condom",2018,"September",3915409
"State1","Male Condom",2018,"October",3801481
"State1","Male Condom",2018,"November",4012160
"State1","Male Condom",2018,"December",3940141
"State1","Noristerat (NET-En)",2018,"January",4854
"State1","Noristerat (NET-En)",2018,"February",4634
"State1","Noristerat (NET-En)",2018,"March",4543
"State1","Noristerat (NET-En)",2018,"April",4810
"State1","Noristerat (NET-En)",2018,"May",4830
"State1","Noristerat (NET-En)",2018,"June",4789
"State1","Noristerat (NET-En)",2018,"July",4543
"State1","Noristerat (NET-En)",2018,"August",4649
"State1","Noristerat (NET-En)",2018,"September",4598
"State1","Noristerat (NET-En)",2018,"October",4899
"State1","Noristerat (NET-En)",2018,"November",4628
"State1","Noristerat (NET-En)",2018,"December",4823
"State1","Other Injectable",2018,"January",0
"State1","Other Injectable",2018,"February",0
"State1","Other Injectable",2018,"March",0
"State1","Other Injectable",2018,"April",0
"State1","Other Injectable",2018,"May",0
"State1","Other Injectable",2018,"June",0
"State1","Other Injectable",2018,"July",0
"State1","Other Injectable",2018,"August",0
"State1","Other Injectable",2018,"September",0
"State1","Other Injectable",2018,"October",0
"State1","Other Injectable",2018,"November",0
"State1","Other Injectable",2018,"December",0
"State1","Other OC Pill",2018,"January",0
"State1","Other OC Pill",2018,"February",0
"State1","Other OC Pill",2018,"March",0
"State1","Other OC Pill",2018,"April",0
"State1","Other OC Pill",2018,"May",0
"State1","Other OC Pill",2018,"June",0
"State1","Other OC Pill",2018,"July",0
"State1","Other OC Pill",2018,"August",0
"State1","Other OC Pill",2018,"September",0
"State1","Other OC Pill",2018,"October",0
"State1","Other OC Pill",2018,"November",0
"State1","Other OC Pill",2018,"December",0
"State1","Progestin only (POP)",2018,"January",142825
"State1","Progestin only (POP)",2018,"February",155624
"State1","Progestin only (POP)",2018,"March",144103
"State1","Progestin only (POP)",2018,"April",149682
"State1","Progestin only (POP)",2018,"May",153637
"State1","Progestin only (POP)",2018,"June",154285
"State1","Progestin only (POP)",2018,"July",154219
"State1","Progestin only (POP)",2018,"August",144848
"State1","Progestin only (POP)",2018,"September",148525
"State1","Progestin only (POP)",2018,"October",151633
"State1","Progestin only (POP)",2018,"November",146758
"State1","Progestin only (POP)",2018,"December",144204
"State1","Sayana Press",2018,"January",8450
"State1","Sayana Press",2018,"February",8252
"State1","Sayana Press",2018,"March",8325
"State1","Sayana Press",2018,"April",8504
"State1","Sayana Press",2018,"May",8663
"State1","Sayana Press",2018,"June",8112
"State1","Sayana Press",2018,"July",8333
"State1","Sayana Press",2018,"August",8635
"State1","Sayana Press",2018,"September",8635
"State1","Sayana Press",2018,"October",8813
"State1","Sayana Press",2018,"November",8607
"State1","Sayana Press",2018,"December",8223
"State1","SDM (Standard Days)",2018,"January",2271
"State1","SDM (Standard Days)",2018,"February",2318
"State1","SDM (Standard Days)",2018,"March",2336
"State1","SDM (Standard Days)",2018,"April",2373
"State1","SDM (Standard Days)",2018,"May",2349
"State1","SDM (Standard Days)",2018,"June",2368
"State1","SDM (Standard Days)",2018,"July",2413
"State1","SDM (Standard Days)",2018,"August",2376
"State1","SDM (Standard Days)",2018,"September",2307
"State1","SDM (Standard Days)",2018,"October",2306
"State1","SDM (Standard Days)",2018,"November",2377
"State1","SDM (Standard Days)",2018,"December",2312
"State1","Sino-Implant",2018,"January",0
"State1","Sino-Implant",2018,"February",0
"State1","Sino-Implant",2018,"March",0
"State1","Sino-Implant",2018,"April",0
"State1","Sino-Implant",2018,"May",0
"State1","Sino-Implant",2018,"June",0
"State1","Sino-Implant",2018,"July",0
"State1","Sino-Implant",2018,"August",0
"State1","Sino-Implant",2018,"September",0
"State1","Sino-Implant",2018,"October",0
"State1","Sino-Implant",2018,"November",0
"State1","Sino-Implant",2018,"December",0
"State1","Spermicides",2018,"January",521
"State1","Spermicides",2018,"February",504
"State1","Spermicides",2018,"March",498
"State1","Spermicides",2018,"April",484
"State1","Spermicides",2018,"May",505
"State1","Spermicides",2018,"June",510
"State1","Spermicides",2018,"July",520
"State1","Spermicides",2018,"August",495
"State1","Spermicides",2018,"September",502
"State1","Spermicides",2018,"October",486
"State1","Spermicides",2018,"November",504
"State1","Spermicides",2018,"December",501
"State1","Tubal Ligation (F)",2018,"January",706
"State1","Tubal Ligation (F)",2018,"February",713
"State1","Tubal Ligation (F)",2018,"March",693
"State1","Tubal Ligation (F)",2018,"April",741
"State1","Tubal Ligation (F)",2018,"May",739
"State1","Tubal Ligation (F)",2018,"June",685
"State1","Tubal Ligation (F)",2018,"July",728
"State1","Tubal Ligation (F)",2018,"August",711
"State1","Tubal Ligation (F)",2018,"September",696
"State1","Tubal Ligation (F)",2018,"October",723
"State1","Tubal Ligation (F)",2018,"November",695
"State1","Tubal Ligation (F)",2018,"December",687
"State1","Vaginal barrier",2018,"January",0
"State1","Vaginal barrier",2018,"February",0
"State1","Vaginal barrier",2018,"March",0
"State1","Vaginal barrier",2018,"April",0
"State1","Vaginal barrier",2018,"May",0
"State1","Vaginal barrier",2018,"June",0
"State1","Vaginal barrier",2018,"July",0
"State1","Vaginal barrier",2018,"August",0
"State1","Vaginal barrier",2018,"September",0
"State1","Vaginal barrier",2018,"October",0
"State1","Vaginal barrier",2018,"November",0
"State1","Vaginal barrier",2018,"December",0
"State1","Vasectomy (M)",2018,"January",147
"State1","Vasectomy (M)",2018,"February",155
"State1","Vasectomy (M)",2018,"March",148
"State1","Vasectomy (M)",2018,"April",151
"State1","Vasectomy (M)",2018,"May",149
"State1","Vasectomy (M)",2018,"June",142
"State1","Vasectomy (M)",2018,"July",148
"State1","Vasectomy (M)",2018,"August",146
"State1","Vasectomy (M)",2018,"September",152
"State1","Vasectomy (M)",2018,"October",146
"State1","Vasectomy (M)",2018,"November",149
"State1","Vasectomy (M)",2018,"December",147
"State1","Combined Oral (COC)",2019,"January",361596
"State1","Combined Oral (COC)",2019,"February",367128
"State1","Combined Oral (COC)",2019,"March",378023
"State1","Combined Oral (COC)",2019,"April",383489
"State1","Combined Oral (COC)",2019,"May",366648
"State1","Combined Oral (COC)",2019,"June",368806
"State1","Combined Oral (COC)",2019,"July",361732
"State1","Combined Oral (COC)",2019,"August",375476
"State1","Combined Oral (COC)",2019,"September",356001
"State1","Combined Oral (COC)",2019,"October",359158
"State1","Combined Oral (COC)",2019,"November",373915
"State1","Combined Oral (COC)",2019,"December",378042
"State1","Copper- T 380-A IUD",2019,"January",3009
"State1","Copper- T 380-A IUD",2019,"February",3093
"State1","Copper- T 380-A IUD",2019,"March",3027
"State1","Copper- T 380-A IUD",2019,"April",3150
"State1","Copper- T 380-A IUD",2019,"May",2961
"State1","Copper- T 380-A IUD",2019,"June",2980
"State1","Copper- T 380-A IUD",2019,"July",3005
"State1","Copper- T 380-A IUD",2019,"August",3026
"State1","Copper- T 380-A IUD",2019,"September",2917
"State1","Copper- T 380-A IUD",2019,"October",2997
"State1","Copper- T 380-A IUD",2019,"November",3119
"State1","Copper- T 380-A IUD",2019,"December",3154
"State1","Depo Provera (DMPA)",2019,"January",109579
"State1","Depo Provera (DMPA)",2019,"February",103478
"State1","Depo Provera (DMPA)",2019,"March",103934
"State1","Depo Provera (DMPA)",2019,"April",105097
"State1","Depo Provera (DMPA)",2019,"May",108854
"State1","Depo Provera (DMPA)",2019,"June",107574
"State1","Depo Provera (DMPA)",2019,"July",106269
"State1","Depo Provera (DMPA)",2019,"August",104790
"State1","Depo Provera (DMPA)",2019,"September",103153
"State1","Depo Provera (DMPA)",2019,"October",105084
"State1","Depo Provera (DMPA)",2019,"November",105494
"State1","Depo Provera (DMPA)",2019,"December",106858
"State1","EC",2019,"January",40696
"State1","EC",2019,"February",42035
"State1","EC",2019,"March",40592
"State1","EC",2019,"April",42961
"State1","EC",2019,"May",41287
"State1","EC",2019,"June",43595
"State1","EC",2019,"July",42071
"State1","EC",2019,"August",42268
"State1","EC",2019,"September",42555
"State1","EC",2019,"October",43020
"State1","EC",2019,"November",42385
"State1","EC",2019,"December",42017
"State1","Female Condom",2019,"January",28494
"State1","Female Condom",2019,"February",29644
"State1","Female Condom",2019,"March",30045
"State1","Female Condom",2019,"April",30536
"State1","Female Condom",2019,"May",30424
"State1","Female Condom",2019,"June",29371
"State1","Female Condom",2019,"July",28641
"State1","Female Condom",2019,"August",28299
"State1","Female Condom",2019,"September",30492
"State1","Female Condom",2019,"October",28173
"State1","Female Condom",2019,"November",28286
"State1","Female Condom",2019,"December",30215
"State1","Implanon",2019,"January",8827
"State1","Implanon",2019,"February",8124
"State1","Implanon",2019,"March",8652
"State1","Implanon",2019,"April",8793
"State1","Implanon",2019,"May",8375
"State1","Implanon",2019,"June",8465
"State1","Implanon",2019,"July",8515
"State1","Implanon",2019,"August",8316
"State1","Implanon",2019,"September",8559
"State1","Implanon",2019,"October",8067
"State1","Implanon",2019,"November",8226
"State1","Implanon",2019,"December",8757
"State1","Jadelle",2019,"January",14757
"State1","Jadelle",2019,"February",14099
"State1","Jadelle",2019,"March",14881
"State1","Jadelle",2019,"April",14756
"State1","Jadelle",2019,"May",13939
"State1","Jadelle",2019,"June",14570
"State1","Jadelle",2019,"July",14217
"State1","Jadelle",2019,"August",14078
"State1","Jadelle",2019,"September",14421
"State1","Jadelle",2019,"October",14669
"State1","Jadelle",2019,"November",14094
"State1","Jadelle",2019,"December",14457
"State1","LAM",2019,"January",25384
"State1","LAM",2019,"February",26766
"State1","LAM",2019,"March",25708
"State1","LAM",2019,"April",25444
"State1","LAM",2019,"May",26610
"State1","LAM",2019,"June",26125
"State1","LAM",2019,"July",26202
"State1","LAM",2019,"August",25915
"State1","LAM",2019,"September",26701
"State1","LAM",2019,"October",25794
"State1","LAM",2019,"November",26956
"State1","LAM",2019,"December",25661
"State1","LNG-IUS",2019,"January",0
"State1","LNG-IUS",2019,"February",0
"State1","LNG-IUS",2019,"March",0
"State1","LNG-IUS",2019,"April",0
"State1","LNG-IUS",2019,"May",0
"State1","LNG-IUS",2019,"June",0
"State1","LNG-IUS",2019,"July",0
"State1","LNG-IUS",2019,"August",0
"State1","LNG-IUS",2019,"September",0
"State1","LNG-IUS",2019,"October",0
"State1","LNG-IUS",2019,"November",0
"State1","LNG-IUS",2019,"December",0
"State1","Lunelle",2019,"January",0
"State1","Lunelle",2019,"February",0
"State1","Lunelle",2019,"March",0
"State1","Lunelle",2019,"April",0
"State1","Lunelle",2019,"May",0
"State1","Lunelle",2019,"June",0
"State1","Lunelle",2019,"July",0
"State1","Lunelle",2019,"August",0
"State1","Lunelle",2019,"September",0
"State1","Lunelle",2019,"October",0
"State1","Lunelle",2019,"November",0
"State1","Lunelle",2019,"December",0
"State1","Male Condom",2019,"January",4008266
"State1","Male Condom",2019,"February",4000569
"State1","Male Condom",2019,"March",3832927
"State1","Male Condom",2019,"April",3945717
"State1","Male Condom",2019,"May",3806547
"State1","Male Condom",2019,"June",3762438
"State1","Male Condom",2019,"July",3886103
"State1","Male Condom",2019,"August",3884276
"State1","Male Condom",2019,"September",3800934
"State1","Male Condom",2019,"October",3904162
"State1","Male Condom",2019,"November",3885628
"State1","Male Condom",2019,"December",3975657
"State1","Noristerat (NET-En)",2019,"January",5070
"State1","Noristerat (NET-En)",2019,"February",5165
"State1","Noristerat (NET-En)",2019,"March",5067
"State1","Noristerat (NET-En)",2019,"April",5240
"State1","Noristerat (NET-En)",2019,"May",5258
"State1","Noristerat (NET-En)",2019,"June",5152
"State1","Noristerat (NET-En)",2019,"July",5248
"State1","Noristerat (NET-En)",2019,"August",5338
"State1","Noristerat (NET-En)",2019,"September",4950
"State1","Noristerat (NET-En)",2019,"October",5163
"State1","Noristerat (NET-En)",2019,"November",5100
"State1","Noristerat (NET-En)",2019,"December",5217
"State1","Other Injectable",2019,"January",0
"State1","Other Injectable",2019,"February",0
"State1","Other Injectable",2019,"March",0
"State1","Other Injectable",2019,"April",0
"State1","Other Injectable",2019,"May",0
"State1","Other Injectable",2019,"June",0
"State1","Other Injectable",2019,"July",0
"State1","Other Injectable",2019,"August",0
"State1","Other Injectable",2019,"September",0
"State1","Other Injectable",2019,"October",0
"State1","Other Injectable",2019,"November",0
"State1","Other Injectable",2019,"December",0
"State1","Other OC Pill",2019,"January",0
"State1","Other OC Pill",2019,"February",0
"State1","Other OC Pill",2019,"March",0
"State1","Other OC Pill",2019,"April",0
"State1","Other OC Pill",2019,"May",0
"State1","Other OC Pill",2019,"June",0
"State1","Other OC Pill",2019,"July",0
"State1","Other OC Pill",2019,"August",0
"State1","Other OC Pill",2019,"September",0
"State1","Other OC Pill",2019,"October",0
"State1","Other OC Pill",2019,"November",0
"State1","Other OC Pill",2019,"December",0
"State1","Progestin only (POP)",2019,"January",120081
"State1","Progestin only (POP)",2019,"February",117914
"State1","Progestin only (POP)",2019,"March",121996
"State1","Progestin only (POP)",2019,"April",122918
"State1","Progestin only (POP)",2019,"May",115475
"State1","Progestin only (POP)",2019,"June",119610
"State1","Progestin only (POP)",2019,"July",115477
"State1","Progestin only (POP)",2019,"August",116012
"State1","Progestin only (POP)",2019,"September",121936
"State1","Progestin only (POP)",2019,"October",121469
"State1","Progestin only (POP)",2019,"November",117342
"State1","Progestin only (POP)",2019,"December",114619
"State1","Sayana Press",2019,"January",15301
"State1","Sayana Press",2019,"February",15761
"State1","Sayana Press",2019,"March",15606
"State1","Sayana Press",2019,"April",15078
"State1","Sayana Press",2019,"May",15833
"State1","Sayana Press",2019,"June",15313
"State1","Sayana Press",2019,"July",15308
"State1","Sayana Press",2019,"August",15606
"State1","Sayana Press",2019,"September",15429
"State1","Sayana Press",2019,"October",15011
"State1","Sayana Press",2019,"November",15621
"State1","Sayana Press",2019,"December",15180
"State1","SDM (Standard Days)",2019,"January",3127
"State1","SDM (Standard Days)",2019,"February",3033
"State1","SDM (Standard Days)",2019,"March",2995
"State1","SDM (Standard Days)",2019,"April",3115
"State1","SDM (Standard Days)",2019,"May",3137
"State1","SDM (Standard Days)",2019,"June",3044
"State1","SDM (Standard Days)",2019,"July",3032
"State1","SDM (Standard Days)",2019,"August",3022
"State1","SDM (Standard Days)",2019,"September",3163
"State1","SDM (Standard Days)",2019,"October",3127
"State1","SDM (Standard Days)",2019,"November",3127
"State1","SDM (Standard Days)",2019,"December",3032
"State1","Sino-Implant",2019,"January",0
"State1","Sino-Implant",2019,"February",0
"State1","Sino-Implant",2019,"March",0
"State1","Sino-Implant",2019,"April",0
"State1","Sino-Implant",2019,"May",0
"State1","Sino-Implant",2019,"June",0
"State1","Sino-Implant",2019,"July",0
"State1","Sino-Implant",2019,"August",0
"State1","Sino-Implant",2019,"September",0
"State1","Sino-Implant",2019,"October",0
"State1","Sino-Implant",2019,"November",0
"State1","Sino-Implant",2019,"December",0
"State1","Spermicides",2019,"January",298
"State1","Spermicides",2019,"February",317
"State1","Spermicides",2019,"March",306
"State1","Spermicides",2019,"April",296
"State1","Spermicides",2019,"May",309
"State1","Spermicides",2019,"June",309
"State1","Spermicides",2019,"July",295
"State1","Spermicides",2019,"August",313
"State1","Spermicides",2019,"September",291
"State1","Spermicides",2019,"October",295
"State1","Spermicides",2019,"November",287
"State1","Spermicides",2019,"December",308
"State1","Tubal Ligation (F)",2019,"January",568
"State1","Tubal Ligation (F)",2019,"February",566
"State1","Tubal Ligation (F)",2019,"March",579
"State1","Tubal Ligation (F)",2019,"April",577
"State1","Tubal Ligation (F)",2019,"May",579
"State1","Tubal Ligation (F)",2019,"June",571
"State1","Tubal Ligation (F)",2019,"July",568
"State1","Tubal Ligation (F)",2019,"August",591
"State1","Tubal Ligation (F)",2019,"September",561
"State1","Tubal Ligation (F)",2019,"October",583
"State1","Tubal Ligation (F)",2019,"November",584
"State1","Tubal Ligation (F)",2019,"December",577
"State1","Vaginal barrier",2019,"January",0
"State1","Vaginal barrier",2019,"February",0
"State1","Vaginal barrier",2019,"March",0
"State1","Vaginal barrier",2019,"April",0
"State1","Vaginal barrier",2019,"May",0
"State1","Vaginal barrier",2019,"June",0
"State1","Vaginal barrier",2019,"July",0
"State1","Vaginal barrier",2019,"August",0
"State1","Vaginal barrier",2019,"September",0
"State1","Vaginal barrier",2019,"October",0
"State1","Vaginal barrier",2019,"November",0
"State1","Vaginal barrier",2019,"December",0
"State1","Vasectomy (M)",2019,"January",137
"State1","Vasectomy (M)",2019,"February",134
"State1","Vasectomy (M)",2019,"March",143
"State1","Vasectomy (M)",2019,"April",136
"State1","Vasectomy (M)",2019,"May",140
"State1","Vasectomy (M)",2019,"June",141
"State1","Vasectomy (M)",2019,"July",145
"State1","Vasectomy (M)",2019,"August",138
"State1","Vasectomy (M)",2019,"September",142
"State1","Vasectomy (M)",2019,"October",134
"State1","Vasectomy (M)",2019,"November",144
"State1","Vasectomy (M)",2019,"December",137
"State1","Combined Oral (COC)",2020,"January",465953
"State1","Combined Oral (COC)",2020,"February",495546
"State1","Combined Oral (COC)",2020,"March",484391
"State1","Combined Oral (COC)",2020,"April",468021
"State1","Combined Oral (COC)",2020,"May",493482
"State1","Combined Oral (COC)",2020,"June",459582
"State1","Combined Oral (COC)",2020,"July",463225
"State1","Combined Oral (COC)",2020,"August",484522
"State1","Combined Oral (COC)",2020,"September",469432
"State1","Combined Oral (COC)",2020,"October",455898
"State1","Combined Oral (COC)",2020,"November",488219
"State1","Combined Oral (COC)",2020,"December",480392
"State1","Copper- T 380-A IUD",2020,"January",2662
"State1","Copper- T 380-A IUD",2020,"February",2648
"State1","Copper- T 380-A IUD",2020,"March",2633
"State1","Copper- T 380-A IUD",2020,"April",2633
"State1","Copper- T 380-A IUD",2020,"May",2646
