"Region","Method","Year","Month","Value"
"Alexandria","Vaginal barrier",2018,"June",0
"Alexandria","Vaginal barrier",2018,"July",0
"Alexandria","Vaginal barrier",2018,"August",0
"Alexandria","Vaginal barrier",2018,"September",0
"Alexandria","Vaginal barrier",2018,"October",0
"Alexandria","Vaginal barrier",2018,"November",0
"Alexandria","Vaginal barrier",2018,"December",0
"Alexandria","Vasectomy (M)",2018,"January",102
"Alexandria","Vasectomy (M)",2018,"February",109
"Alexandria","Vasectomy (M)",2018,"March",103
"Alexandria","Vasectomy (M)",2018,"April",107
"Alexandria","Vasectomy (M)",2018,"May",105
"Alexandria","Vasectomy (M)",2018,"June",99
"Alexandria","Vasectomy (M)",2018,"July",104
"Alexandria","Vasectomy (M)",2018,"August",104
"Alexandria","Vasectomy (M)",2018,"September",106
"Alexandria","Vasectomy (M)",2018,"October",101
"Alexandria","Vasectomy (M)",2018,"November",106
"Alexandria","Vasectomy (M)",2018,"December",102
"Alexandria","Combined Oral (COC)",2019,"January",115002
"Alexandria","Combined Oral (COC)",2019,"February",117710
"Alexandria","Combined Oral (COC)",2019,"March",116730
"Alexandria","Combined Oral (COC)",2019,"April",117884
"Alexandria","Combined Oral (COC)",2019,"May",114828
"Alexandria","Combined Oral (COC)",2019,"June",110858
"Alexandria","Combined Oral (COC)",2019,"July",116265
"Alexandria","Combined Oral (COC)",2019,"August",112303
"Alexandria","Combined Oral (COC)",2019,"September",111838
"Alexandria","Combined Oral (COC)",2019,"October",110684
"Alexandria","Combined Oral (COC)",2019,"November",113566
"Alexandria","Combined Oral (COC)",2019,"December",113741
"Alexandria","Copper- T 380-A IUD",2019,"January",1295
"Alexandria","Copper- T 380-A IUD",2019,"February",1343
"Alexandria","Copper- T 380-A IUD",2019,"March",1229
"Alexandria","Copper- T 380-A IUD",2019,"April",1332
"Alexandria","Copper- T 380-A IUD",2019,"May",1265
"Alexandria","Copper- T 380-A IUD",2019,"June",1217
"Alexandria","Copper- T 380-A IUD",2019,"July",1304
"Alexandria","Copper- T 380-A IUD",2019,"August",1254
"Alexandria","Copper- T 380-A IUD",2019,"September",1223
"Alexandria","Copper- T 380-A IUD",2019,"October",1257
"Alexandria","Copper- T 380-A IUD",2019,"November",1307
"Alexandria","Copper- T 380-A IUD",2019,"December",1337
"Alexandria","Depo Provera (DMPA)",2019,"January",51317
"Alexandria","Depo Provera (DMPA)",2019,"February",47898
"Alexandria","Depo Provera (DMPA)",2019,"March",48702
"Alexandria","Depo Provera (DMPA)",2019,"April",50620
"Alexandria","Depo Provera (DMPA)",2019,"May",50948
"Alexandria","Depo Provera (DMPA)",2019,"June",50302
"Alexandria","Depo Provera (DMPA)",2019,"July",47251
"Alexandria","Depo Provera (DMPA)",2019,"August",49497
"Alexandria","Depo Provera (DMPA)",2019,"September",47564
"Alexandria","Depo Provera (DMPA)",2019,"October",46882
"Alexandria","Depo Provera (DMPA)",2019,"November",47580
"Alexandria","Depo Provera (DMPA)",2019,"December",50636
"Alexandria","EC",2019,"January",28661
"Alexandria","EC",2019,"February",30346
"Alexandria","EC",2019,"March",28851
"Alexandria","EC",2019,"April",31169
"Alexandria","EC",2019,"May",28911
"Alexandria","EC",2019,"June",30919
"Alexandria","EC",2019,"July",29445
"Alexandria","EC",2019,"August",29483
"Alexandria","EC",2019,"September",30173
"Alexandria","EC",2019,"October",30979
"Alexandria","EC",2019,"November",29657
"Alexandria","EC",2019,"December",30385
"Alexandria","Female Condom",2019,"January",2987
"Alexandria","Female Condom",2019,"February",3132
"Alexandria","Female Condom",2019,"March",3048
"Alexandria","Female Condom",2019,"April",3047
"Alexandria","Female Condom",2019,"May",2887
"Alexandria","Female Condom",2019,"June",3155
"Alexandria","Female Condom",2019,"July",2910
"Alexandria","Female Condom",2019,"August",3108
"Alexandria","Female Condom",2019,"September",2995
"Alexandria","Female Condom",2019,"October",2934
"Alexandria","Female Condom",2019,"November",3055
"Alexandria","Female Condom",2019,"December",2994
"Alexandria","Implanon",2019,"January",2563
"Alexandria","Implanon",2019,"February",2433
"Alexandria","Implanon",2019,"March",2462
"Alexandria","Implanon",2019,"April",2533
"Alexandria","Implanon",2019,"May",2614
"Alexandria","Implanon",2019,"June",2429
"Alexandria","Implanon",2019,"July",2601
"Alexandria","Implanon",2019,"August",2395
"Alexandria","Implanon",2019,"September",2530
"Alexandria","Implanon",2019,"October",2381
"Alexandria","Implanon",2019,"November",2465
"Alexandria","Implanon",2019,"December",2567
"Alexandria","Jadelle",2019,"January",5445
"Alexandria","Jadelle",2019,"February",5103
"Alexandria","Jadelle",2019,"March",5377
"Alexandria","Jadelle",2019,"April",5202
"Alexandria","Jadelle",2019,"May",5192
"Alexandria","Jadelle",2019,"June",5406
"Alexandria","Jadelle",2019,"July",5413
"Alexandria","Jadelle",2019,"August",5324
"Alexandria","Jadelle",2019,"September",5138
"Alexandria","Jadelle",2019,"October",5109
"Alexandria","Jadelle",2019,"November",5070
"Alexandria","Jadelle",2019,"December",5314
"Alexandria","LAM",2019,"January",12439
"Alexandria","LAM",2019,"February",13054
"Alexandria","LAM",2019,"March",11918
"Alexandria","LAM",2019,"April",12022
"Alexandria","LAM",2019,"May",12638
"Alexandria","LAM",2019,"June",11936
"Alexandria","LAM",2019,"July",12627
"Alexandria","LAM",2019,"August",12577
"Alexandria","LAM",2019,"September",13141
"Alexandria","LAM",2019,"October",12450
"Alexandria","LAM",2019,"November",13159
"Alexandria","LAM",2019,"December",12499
"Alexandria","LNG-IUS",2019,"January",0
"Alexandria","LNG-IUS",2019,"February",0
"Alexandria","LNG-IUS",2019,"March",0
"Alexandria","LNG-IUS",2019,"April",0
"Alexandria","LNG-IUS",2019,"May",0
"Alexandria","LNG-IUS",2019,"June",0
"Alexandria","LNG-IUS",2019,"July",0
"Alexandria","LNG-IUS",2019,"August",0
"Alexandria","LNG-IUS",2019,"September",0
"Alexandria","LNG-IUS",2019,"October",0
"Alexandria","LNG-IUS",2019,"November",0
"Alexandria","LNG-IUS",2019,"December",0
"Alexandria","Lunelle",2019,"January",0
"Alexandria","Lunelle",2019,"February",0
"Alexandria","Lunelle",2019,"March",0
"Alexandria","Lunelle",2019,"April",0
"Alexandria","Lunelle",2019,"May",0
"Alexandria","Lunelle",2019,"June",0
"Alexandria","Lunelle",2019,"July",0
"Alexandria","Lunelle",2019,"August",0
"Alexandria","Lunelle",2019,"September",0
"Alexandria","Lunelle",2019,"October",0
"Alexandria","Lunelle",2019,"November",0
"Alexandria","Lunelle",2019,"December",0
"Alexandria","Male Condom",2019,"January",1569362
"Alexandria","Male Condom",2019,"February",1616415
"Alexandria","Male Condom",2019,"March",1524247
"Alexandria","Male Condom",2019,"April",1501214
"Alexandria","Male Condom",2019,"May",1483228
"Alexandria","Male Condom",2019,"June",1536766
"Alexandria","Male Condom",2019,"July",1513774
"Alexandria","Male Condom",2019,"August",1603855
"Alexandria","Male Condom",2019,"September",1580862
"Alexandria","Male Condom",2019,"October",1548267
"Alexandria","Male Condom",2019,"November",1593382
"Alexandria","Male Condom",2019,"December",1634401
"Alexandria","Noristerat (NET-En)",2019,"January",3746
"Alexandria","Noristerat (NET-En)",2019,"February",3814
"Alexandria","Noristerat (NET-En)",2019,"March",3694
"Alexandria","Noristerat (NET-En)",2019,"April",3890
"Alexandria","Noristerat (NET-En)",2019,"May",3838
"Alexandria","Noristerat (NET-En)",2019,"June",3752
"Alexandria","Noristerat (NET-En)",2019,"July",3877
"Alexandria","Noristerat (NET-En)",2019,"August",3978
"Alexandria","Noristerat (NET-En)",2019,"September",3606
"Alexandria","Noristerat (NET-En)",2019,"October",3769
"Alexandria","Noristerat (NET-En)",2019,"November",3707
"Alexandria","Noristerat (NET-En)",2019,"December",3832
"Alexandria","Other Injectable",2019,"January",0
"Alexandria","Other Injectable",2019,"February",0
"Alexandria","Other Injectable",2019,"March",0
"Alexandria","Other Injectable",2019,"April",0
"Alexandria","Other Injectable",2019,"May",0
"Alexandria","Other Injectable",2019,"June",0
"Alexandria","Other Injectable",2019,"July",0
"Alexandria","Other Injectable",2019,"August",0
"Alexandria","Other Injectable",2019,"September",0
"Alexandria","Other Injectable",2019,"October",0
"Alexandria","Other Injectable",2019,"November",0
"Alexandria","Other Injectable",2019,"December",0
"Alexandria","Other OC Pill",2019,"January",0
"Alexandria","Other OC Pill",2019,"February",0
"Alexandria","Other OC Pill",2019,"March",0
"Alexandria","Other OC Pill",2019,"April",0
"Alexandria","Other OC Pill",2019,"May",0
"Alexandria","Other OC Pill",2019,"June",0
"Alexandria","Other OC Pill",2019,"July",0
"Alexandria","Other OC Pill",2019,"August",0
"Alexandria","Other OC Pill",2019,"September",0
"Alexandria","Other OC Pill",2019,"October",0
"Alexandria","Other OC Pill",2019,"November",0
"Alexandria","Other OC Pill",2019,"December",0
"Alexandria","Progestin only (POP)",2019,"January",825
"Alexandria","Progestin only (POP)",2019,"February",876
"Alexandria","Progestin only (POP)",2019,"March",874
"Alexandria","Progestin only (POP)",2019,"April",891
"Alexandria","Progestin only (POP)",2019,"May",827
"Alexandria","Progestin only (POP)",2019,"June",872
"Alexandria","Progestin only (POP)",2019,"July",823
"Alexandria","Progestin only (POP)",2019,"August",877
"Alexandria","Progestin only (POP)",2019,"September",808
"Alexandria","Progestin only (POP)",2019,"October",828
"Alexandria","Progestin only (POP)",2019,"November",822
"Alexandria","Progestin only (POP)",2019,"December",871
"Alexandria","Sayana Press",2019,"January",4839
"Alexandria","Sayana Press",2019,"February",4770
"Alexandria","Sayana Press",2019,"March",4545
"Alexandria","Sayana Press",2019,"April",4475
"Alexandria","Sayana Press",2019,"May",4839
"Alexandria","Sayana Press",2019,"June",4700
"Alexandria","Sayana Press",2019,"July",4773
"Alexandria","Sayana Press",2019,"August",4472
"Alexandria","Sayana Press",2019,"September",4406
"Alexandria","Sayana Press",2019,"October",4406
"Alexandria","Sayana Press",2019,"November",4638
"Alexandria","Sayana Press",2019,"December",4607
"Alexandria","SDM (Standard Days)",2019,"January",6
"Alexandria","SDM (Standard Days)",2019,"February",6
"Alexandria","SDM (Standard Days)",2019,"March",5
"Alexandria","SDM (Standard Days)",2019,"April",5
"Alexandria","SDM (Standard Days)",2019,"May",5
"Alexandria","SDM (Standard Days)",2019,"June",6
"Alexandria","SDM (Standard Days)",2019,"July",5
"Alexandria","SDM (Standard Days)",2019,"August",6
"Alexandria","SDM (Standard Days)",2019,"September",5
"Alexandria","SDM (Standard Days)",2019,"October",6
"Alexandria","SDM (Standard Days)",2019,"November",6
"Alexandria","SDM (Standard Days)",2019,"December",5
"Alexandria","Sino-Implant",2019,"January",0
"Alexandria","Sino-Implant",2019,"February",0
"Alexandria","Sino-Implant",2019,"March",0
"Alexandria","Sino-Implant",2019,"April",0
"Alexandria","Sino-Implant",2019,"May",0
"Alexandria","Sino-Implant",2019,"June",0
"Alexandria","Sino-Implant",2019,"July",0
"Alexandria","Sino-Implant",2019,"August",0
"Alexandria","Sino-Implant",2019,"September",0
"Alexandria","Sino-Implant",2019,"October",0
"Alexandria","Sino-Implant",2019,"November",0
"Alexandria","Sino-Implant",2019,"December",0
"Alexandria","Spermicides",2019,"January",0
"Alexandria","Spermicides",2019,"February",0
"Alexandria","Spermicides",2019,"March",0
"Alexandria","Spermicides",2019,"April",0
"Alexandria","Spermicides",2019,"May",0
"Alexandria","Spermicides",2019,"June",0
"Alexandria","Spermicides",2019,"July",0
"Alexandria","Spermicides",2019,"August",0
"Alexandria","Spermicides",2019,"September",0
"Alexandria","Spermicides",2019,"October",0
"Alexandria","Spermicides",2019,"November",0
"Alexandria","Spermicides",2019,"December",0
"Alexandria","Tubal Ligation (F)",2019,"January",388
"Alexandria","Tubal Ligation (F)",2019,"February",389
"Alexandria","Tubal Ligation (F)",2019,"March",400
"Alexandria","Tubal Ligation (F)",2019,"April",395
"Alexandria","Tubal Ligation (F)",2019,"May",399
"Alexandria","Tubal Ligation (F)",2019,"June",396
"Alexandria","Tubal Ligation (F)",2019,"July",398
"Alexandria","Tubal Ligation (F)",2019,"August",404
"Alexandria","Tubal Ligation (F)",2019,"September",388
"Alexandria","Tubal Ligation (F)",2019,"October",406
"Alexandria","Tubal Ligation (F)",2019,"November",406
"Alexandria","Tubal Ligation (F)",2019,"December",393
"Alexandria","Vaginal barrier",2019,"January",0
"Alexandria","Vaginal barrier",2019,"February",0
"Alexandria","Vaginal barrier",2019,"March",0
"Alexandria","Vaginal barrier",2019,"April",0
"Alexandria","Vaginal barrier",2019,"May",0
"Alexandria","Vaginal barrier",2019,"June",0
"Alexandria","Vaginal barrier",2019,"July",0
"Alexandria","Vaginal barrier",2019,"August",0
"Alexandria","Vaginal barrier",2019,"September",0
"Alexandria","Vaginal barrier",2019,"October",0
"Alexandria","Vaginal barrier",2019,"November",0
"Alexandria","Vaginal barrier",2019,"December",0
"Alexandria","Vasectomy (M)",2019,"January",83
"Alexandria","Vasectomy (M)",2019,"February",80
"Alexandria","Vasectomy (M)",2019,"March",87
"Alexandria","Vasectomy (M)",2019,"April",81
"Alexandria","Vasectomy (M)",2019,"May",85
"Alexandria","Vasectomy (M)",2019,"June",85
"Alexandria","Vasectomy (M)",2019,"July",87
"Alexandria","Vasectomy (M)",2019,"August",81
"Alexandria","Vasectomy (M)",2019,"September",84
"Alexandria","Vasectomy (M)",2019,"October",79
"Alexandria","Vasectomy (M)",2019,"November",87
"Alexandria","Vasectomy (M)",2019,"December",80
"Alexandria","Combined Oral (COC)",2020,"January",126888
"Alexandria","Combined Oral (COC)",2020,"February",127973
"Alexandria","Combined Oral (COC)",2020,"March",117430
"Alexandria","Combined Oral (COC)",2020,"April",127856
"Alexandria","Combined Oral (COC)",2020,"May",127583
"Alexandria","Combined Oral (COC)",2020,"June",118355
"Alexandria","Combined Oral (COC)",2020,"July",119817
"Alexandria","Combined Oral (COC)",2020,"August",116462
"Alexandria","Combined Oral (COC)",2020,"September",116735
"Alexandria","Combined Oral (COC)",2020,"October",116345
"Alexandria","Combined Oral (COC)",2020,"November",124502
"Alexandria","Combined Oral (COC)",2020,"December",125963
"Alexandria","Copper- T 380-A IUD",2020,"January",944
"Alexandria","Copper- T 380-A IUD",2020,"February",868
"Alexandria","Copper- T 380-A IUD",2020,"March",943
"Alexandria","Copper- T 380-A IUD",2020,"April",933
"Alexandria","Copper- T 380-A IUD",2020,"May",953
"Alexandria","Copper- T 380-A IUD",2020,"June",914
"Alexandria","Copper- T 380-A IUD",2020,"July",868
"Alexandria","Copper- T 380-A IUD",2020,"August",907
"Alexandria","Copper- T 380-A IUD",2020,"September",953
"Alexandria","Copper- T 380-A IUD",2020,"October",878
"Alexandria","Copper- T 380-A IUD",2020,"November",877
"Alexandria","Copper- T 380-A IUD",2020,"December",888
"Alexandria","Depo Provera (DMPA)",2020,"January",41190
"Alexandria","Depo Provera (DMPA)",2020,"February",42620
"Alexandria","Depo Provera (DMPA)",2020,"March",41196
"Alexandria","Depo Provera (DMPA)",2020,"April",42287
"Alexandria","Depo Provera (DMPA)",2020,"May",40268
"Alexandria","Depo Provera (DMPA)",2020,"June",41416
"Alexandria","Depo Provera (DMPA)",2020,"July",43105
"Alexandria","Depo Provera (DMPA)",2020,"August",40378
"Alexandria","Depo Provera (DMPA)",2020,"September",42068
"Alexandria","Depo Provera (DMPA)",2020,"October",43215
"Alexandria","Depo Provera (DMPA)",2020,"November",40864
"Alexandria","Depo Provera (DMPA)",2020,"December",42293
"Alexandria","EC",2020,"January",25293
"Alexandria","EC",2020,"February",25152
"Alexandria","EC",2020,"March",24144
"Alexandria","EC",2020,"April",24514
"Alexandria","EC",2020,"May",24929
"Alexandria","EC",2020,"June",25378
"Alexandria","EC",2020,"July",24787
"Alexandria","EC",2020,"August",24148
"Alexandria","EC",2020,"September",25156
"Alexandria","EC",2020,"October",24007
"Alexandria","EC",2020,"November",23922
"Alexandria","EC",2020,"December",24371
"Alexandria","Female Condom",2020,"January",2005
"Alexandria","Female Condom",2020,"February",2114
"Alexandria","Female Condom",2020,"March",2052
"Alexandria","Female Condom",2020,"April",2022
"Alexandria","Female Condom",2020,"May",2143
"Alexandria","Female Condom",2020,"June",2161
"Alexandria","Female Condom",2020,"July",2039
"Alexandria","Female Condom",2020,"August",2126
"Alexandria","Female Condom",2020,"September",2103
"Alexandria","Female Condom",2020,"October",2127
"Alexandria","Female Condom",2020,"November",2062
"Alexandria","Female Condom",2020,"December",2038
"Alexandria","Implanon",2020,"January",3195
"Alexandria","Implanon",2020,"February",3255
"Alexandria","Implanon",2020,"March",3015
"Alexandria","Implanon",2020,"April",3238
"Alexandria","Implanon",2020,"May",3251
"Alexandria","Implanon",2020,"June",3008
"Alexandria","Implanon",2020,"July",3231
"Alexandria","Implanon",2020,"August",3160
"Alexandria","Implanon",2020,"September",2990
"Alexandria","Implanon",2020,"October",2995
"Alexandria","Implanon",2020,"November",3085
"Alexandria","Implanon",2020,"December",3051
"Alexandria","Jadelle",2020,"January",5587
"Alexandria","Jadelle",2020,"February",5860
"Alexandria","Jadelle",2020,"March",5647
"Alexandria","Jadelle",2020,"April",5374
"Alexandria","Jadelle",2020,"May",5516
"Alexandria","Jadelle",2020,"June",5629
"Alexandria","Jadelle",2020,"July",5718
"Alexandria","Jadelle",2020,"August",5892
"Alexandria","Jadelle",2020,"September",5604
"Alexandria","Jadelle",2020,"October",5582
"Alexandria","Jadelle",2020,"November",5341
"Alexandria","Jadelle",2020,"December",5651
"Alexandria","LAM",2020,"January",12663
"Alexandria","LAM",2020,"February",13995
"Alexandria","LAM",2020,"March",13867
"Alexandria","LAM",2020,"April",13119
"Alexandria","LAM",2020,"May",12791
"Alexandria","LAM",2020,"June",12898
"Alexandria","LAM",2020,"July",13759
"Alexandria","LAM",2020,"August",13848
"Alexandria","LAM",2020,"September",12809
"Alexandria","LAM",2020,"October",13423
"Alexandria","LAM",2020,"November",13539
"Alexandria","LAM",2020,"December",13235
"Alexandria","LNG-IUS",2020,"January",0
"Alexandria","LNG-IUS",2020,"February",0
"Alexandria","LNG-IUS",2020,"March",0
"Alexandria","LNG-IUS",2020,"April",0
"Alexandria","LNG-IUS",2020,"May",0
"Alexandria","LNG-IUS",2020,"June",0
"Alexandria","LNG-IUS",2020,"July",0
"Alexandria","LNG-IUS",2020,"August",0
"Alexandria","LNG-IUS",2020,"September",0
"Alexandria","LNG-IUS",2020,"October",0
"Alexandria","LNG-IUS",2020,"November",0
"Alexandria","LNG-IUS",2020,"December",0
"Alexandria","Lunelle",2020,"January",0
"Alexandria","Lunelle",2020,"February",0
"Alexandria","Lunelle",2020,"March",0
"Alexandria","Lunelle",2020,"April",0
"Alexandria","Lunelle",2020,"May",0
"Alexandria","Lunelle",2020,"June",0
"Alexandria","Lunelle",2020,"July",0
"Alexandria","Lunelle",2020,"August",0
"Alexandria","Lunelle",2020,"September",0
"Alexandria","Lunelle",2020,"October",0
"Alexandria","Lunelle",2020,"November",0
"Alexandria","Lunelle",2020,"December",0
"Alexandria","Male Condom",2020,"January",1296848
"Alexandria","Male Condom",2020,"February",1308316
"Alexandria","Male Condom",2020,"March",1308413
"Alexandria","Male Condom",2020,"April",1343061
"Alexandria","Male Condom",2020,"May",1309304
"Alexandria","Male Condom",2020,"June",1295956
"Alexandria","Male Condom",2020,"July",1296944
"Alexandria","Male Condom",2020,"August",1281668
"Alexandria","Male Condom",2020,"September",1262199
"Alexandria","Male Condom",2020,"October",1323593
"Alexandria","Male Condom",2020,"November",1302306
"Alexandria","Male Condom",2020,"December",1302955
"Alexandria","Noristerat (NET-En)",2020,"January",2748
"Alexandria","Noristerat (NET-En)",2020,"February",2803
"Alexandria","Noristerat (NET-En)",2020,"March",2605
"Alexandria","Noristerat (NET-En)",2020,"April",2749
"Alexandria","Noristerat (NET-En)",2020,"May",2667
"Alexandria","Noristerat (NET-En)",2020,"June",2856
"Alexandria","Noristerat (NET-En)",2020,"July",2609
"Alexandria","Noristerat (NET-En)",2020,"August",2658
"Alexandria","Noristerat (NET-En)",2020,"September",2793
"Alexandria","Noristerat (NET-En)",2020,"October",2711
"Alexandria","Noristerat (NET-En)",2020,"November",2713
"Alexandria","Noristerat (NET-En)",2020,"December",2851
"Alexandria","Other Injectable",2020,"January",0
"Alexandria","Other Injectable",2020,"February",0
"Alexandria","Other Injectable",2020,"March",0
"Alexandria","Other Injectable",2020,"April",0
"Alexandria","Other Injectable",2020,"May",0
"Alexandria","Other Injectable",2020,"June",0
"Alexandria","Other Injectable",2020,"July",0
"Alexandria","Other Injectable",2020,"August",0
"Alexandria","Other Injectable",2020,"September",0
"Alexandria","Other Injectable",2020,"October",0
"Alexandria","Other Injectable",2020,"November",0
"Alexandria","Other Injectable",2020,"December",0
"Alexandria","Other OC Pill",2020,"January",0
"Alexandria","Other OC Pill",2020,"February",0
"Alexandria","Other OC Pill",2020,"March",0
"Alexandria","Other OC Pill",2020,"April",0
"Alexandria","Other OC Pill",2020,"May",0
"Alexandria","Other OC Pill",2020,"June",0
"Alexandria","Other OC Pill",2020,"July",0
"Alexandria","Other OC Pill",2020,"August",0
"Alexandria","Other OC Pill",2020,"September",0
"Alexandria","Other OC Pill",2020,"October",0
"Alexandria","Other OC Pill",2020,"November",0
"Alexandria","Other OC Pill",2020,"December",0
"Alexandria","Progestin only (POP)",2020,"January",1630
"Alexandria","Progestin only (POP)",2020,"February",1603
"Alexandria","Progestin only (POP)",2020,"March",1735
"Alexandria","Progestin only (POP)",2020,"April",1613
"Alexandria","Progestin only (POP)",2020,"May",1720
"Alexandria","Progestin only (POP)",2020,"June",1592
"Alexandria","Progestin only (POP)",2020,"July",1654
"Alexandria","Progestin only (POP)",2020,"August",1757
"Alexandria","Progestin only (POP)",2020,"September",1694
"Alexandria","Progestin only (POP)",2020,"October",1629
"Alexandria","Progestin only (POP)",2020,"November",1746
"Alexandria","Progestin only (POP)",2020,"December",1719
"Alexandria","Sayana Press",2020,"January",7663
"Alexandria","Sayana Press",2020,"February",8214
"Alexandria","Sayana Press",2020,"March",7732
"Alexandria","Sayana Press",2020,"April",7687
"Alexandria","Sayana Press",2020,"May",7941
"Alexandria","Sayana Press",2020,"June",8410
"Alexandria","Sayana Press",2020,"July",8386
"Alexandria","Sayana Press",2020,"August",7859
"Alexandria","Sayana Press",2020,"September",8341
"Alexandria","Sayana Press",2020,"October",8132
"Alexandria","Sayana Press",2020,"November",7882
"Alexandria","Sayana Press",2020,"December",8191
"Alexandria","SDM (Standard Days)",2020,"January",11
"Alexandria","SDM (Standard Days)",2020,"February",12
"Alexandria","SDM (Standard Days)",2020,"March",11
"Alexandria","SDM (Standard Days)",2020,"April",12
"Alexandria","SDM (Standard Days)",2020,"May",12
"Alexandria","SDM (Standard Days)",2020,"June",12
"Alexandria","SDM (Standard Days)",2020,"July",11
"Alexandria","SDM (Standard Days)",2020,"August",11
"Alexandria","SDM (Standard Days)",2020,"September",11
"Alexandria","SDM (Standard Days)",2020,"October",11
"Alexandria","SDM (Standard Days)",2020,"November",12
"Alexandria","SDM (Standard Days)",2020,"December",12
"Alexandria","Sino-Implant",2020,"January",0
"Alexandria","Sino-Implant",2020,"February",0
"Alexandria","Sino-Implant",2020,"March",0
"Alexandria","Sino-Implant",2020,"April",0
"Alexandria","Sino-Implant",2020,"May",0
"Alexandria","Sino-Implant",2020,"June",0
"Alexandria","Sino-Implant",2020,"July",0
"Alexandria","Sino-Implant",2020,"August",0
"Alexandria","Sino-Implant",2020,"September",0
"Alexandria","Sino-Implant",2020,"October",0
"Alexandria","Sino-Implant",2020,"November",0
"Alexandria","Sino-Implant",2020,"December",0
"Alexandria","Spermicides",2020,"January",0
"Alexandria","Spermicides",2020,"February",0
"Alexandria","Spermicides",2020,"March",0
"Alexandria","Spermicides",2020,"April",0
"Alexandria","Spermicides",2020,"May",0
"Alexandria","Spermicides",2020,"June",0
"Alexandria","Spermicides",2020,"July",0
"Alexandria","Spermicides",2020,"August",0
"Alexandria","Spermicides",2020,"September",0
"Alexandria","Spermicides",2020,"October",0
"Alexandria","Spermicides",2020,"November",0
"Alexandria","Spermicides",2020,"December",0
"Alexandria","Tubal Ligation (F)",2020,"January",296
"Alexandria","Tubal Ligation (F)",2020,"February",296
"Alexandria","Tubal Ligation (F)",2020,"March",315
"Alexandria","Tubal Ligation (F)",2020,"April",299
"Alexandria","Tubal Ligation (F)",2020,"May",299
"Alexandria","Tubal Ligation (F)",2020,"June",299
"Alexandria","Tubal Ligation (F)",2020,"July",296
"Alexandria","Tubal Ligation (F)",2020,"August",318
"Alexandria","Tubal Ligation (F)",2020,"September",315
"Alexandria","Tubal Ligation (F)",2020,"October",318
"Alexandria","Tubal Ligation (F)",2020,"November",315
"Alexandria","Tubal Ligation (F)",2020,"December",318
"Alexandria","Vaginal barrier",2020,"January",0
"Alexandria","Vaginal barrier",2020,"February",0
"Alexandria","Vaginal barrier",2020,"March",0
"Alexandria","Vaginal barrier",2020,"April",0
"Alexandria","Vaginal barrier",2020,"May",0
"Alexandria","Vaginal barrier",2020,"June",0
"Alexandria","Vaginal barrier",2020,"July",0
"Alexandria","Vaginal barrier",2020,"August",0
"Alexandria","Vaginal barrier",2020,"September",0
"Alexandria","Vaginal barrier",2020,"October",0
"Alexandria","Vaginal barrier",2020,"November",0
"Alexandria","Vaginal barrier",2020,"December",0
"Alexandria","Vasectomy (M)",2020,"January",77
"Alexandria","Vasectomy (M)",2020,"February",77
"Alexandria","Vasectomy (M)",2020,"March",78
"Alexandria","Vasectomy (M)",2020,"April",74
"Alexandria","Vasectomy (M)",2020,"May",76
"Alexandria","Vasectomy (M)",2020,"June",77
"Alexandria","Vasectomy (M)",2020,"July",78
"Alexandria","Vasectomy (M)",2020,"August",79
"Alexandria","Vasectomy (M)",2020,"September",77
"Alexandria","Vasectomy (M)",2020,"October",76
"Alexandria","Vasectomy (M)",2020,"November",76
"Alexandria","Vasectomy (M)",2020,"December",80
"Dorothyville","Combined Oral (COC)",2015,"January",11464
"Dorothyville","Combined Oral (COC)",2015,"February",11378
"Dorothyville","Combined Oral (COC)",2015,"March",12270
"Dorothyville","Combined Oral (COC)",2015,"April",11632
"Dorothyville","Combined Oral (COC)",2015,"May",12392
"Dorothyville","Combined Oral (COC)",2015,"June",11510
"Dorothyville","Combined Oral (COC)",2015,"July",11724
"Dorothyville","Combined Oral (COC)",2015,"August",12178
"Dorothyville","Combined Oral (COC)",2015,"September",12438
"Dorothyville","Combined Oral (COC)",2015,"October",12525
"Dorothyville","Combined Oral (COC)",2015,"November",11459
"Dorothyville","Combined Oral (COC)",2015,"December",12443
"Dorothyville","Copper- T 380-A IUD",2015,"January",27
"Dorothyville","Copper- T 380-A IUD",2015,"February",26
"Dorothyville","Copper- T 380-A IUD",2015,"March",27
"Dorothyville","Copper- T 380-A IUD",2015,"April",27
"Dorothyville","Copper- T 380-A IUD",2015,"May",27
"Dorothyville","Copper- T 380-A IUD",2015,"June",27
"Dorothyville","Copper- T 380-A IUD",2015,"July",27
"Dorothyville","Copper- T 380-A IUD",2015,"August",27
"Dorothyville","Copper- T 380-A IUD",2015,"September",26
"Dorothyville","Copper- T 380-A IUD",2015,"October",27
"Dorothyville","Copper- T 380-A IUD",2015,"November",28
"Dorothyville","Copper- T 380-A IUD",2015,"December",27
"Dorothyville","Depo Provera (DMPA)",2015,"January",11786
"Dorothyville","Depo Provera (DMPA)",2015,"February",11364
"Dorothyville","Depo Provera (DMPA)",2015,"March",11468
"Dorothyville","Depo Provera (DMPA)",2015,"April",12046
"Dorothyville","Depo Provera (DMPA)",2015,"May",11299
"Dorothyville","Depo Provera (DMPA)",2015,"June",11981
"Dorothyville","Depo Provera (DMPA)",2015,"July",11393
"Dorothyville","Depo Provera (DMPA)",2015,"August",11212
"Dorothyville","Depo Provera (DMPA)",2015,"September",11877
